,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,display_time,id,total_points
3882,reminder-random,,reminder,46.0,1662197.0,0.0-40.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,"['TAXI', 'BADMINGTON', 'LAKE']",[],"['RIVER', 'RIDGE', 'TRACTOR', 'GORGE', 'TRAILER', 'TRACK', 'COW', 'RAT']","['STREETCAR', 'SWIMMING', 'TAXI', 'RIVER', 'ELEPHANT', 'RIDGE', 'TRACTOR', 'GORGE', 'TRAILER', 'TRACK', 'COW', 'BADMINTON', 'LAKE', 'RAT', 'TURTLE', 'RUGBY']",0.0,False,"[3257, 11081, 5977]",,,categorized_16_7,TAXI,3000.0,,
3883,text-recall,,text-recall,49.0,2011077.0,0.0-43.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,"['WOLF', 'TROUSERS', 'LAMP', 'SQUIRREL', 'OTTOMAN', 'BEAR', 'BLIZZARD']","['WOLF', 'TROUSERS', 'LAMP', 'SQUIRREL', 'OTTOMAN', 'BEAR', 'BLIZZARD']","['COAT', 'CABINET', 'TIE', 'BELT', 'CYCLONE', 'FROST', 'GOAT', 'HAIL', 'BUREAU']","['WOLF', 'TROUSERS', 'BLIZZARD', 'COAT', 'CABINET', 'BEAR', 'TIE', 'BELT', 'LAMP', 'OTTOMAN', 'SQUIRREL', 'CYCLONE', 'FROST', 'GOAT', 'HAIL', 'BUREAU']",7.0,False,"[3482, 3122, 2264, 3928, 3047, 3910, 3134]",False,90000.0,categorized_16_4,,,,
3884,reminder-none,,reminder,50.0,2012079.0,0.0-44.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,[],[],[],"['WOLF', 'TROUSERS', 'BLIZZARD', 'COAT', 'CABINET', 'BEAR', 'TIE', 'BELT', 'LAMP', 'OTTOMAN', 'SQUIRREL', 'CYCLONE', 'FROST', 'GOAT', 'HAIL', 'BUREAU']",0.0,False,[],,,categorized_16_4,,0.0,,
3885,text-recall,,text-recall,53.0,2161462.0,0.0-47.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,"['LEATHER', 'GREY', 'WATER', 'RAPID', 'INDIGO']","['LEATHER', 'WATER', 'INDIGO']","['GRAY', 'WAGON', 'RAYON', 'SOLAR', 'MAROON', 'ELECTRICITY', 'MOTORCYCLE', 'LACE', 'CART', 'NUCLEAR', 'FELT', 'HELICOPTER', 'CRIMSON']","['LEATHER', 'GRAY', 'WAGON', 'WATER', 'INDIGO', 'RAYON', 'SOLAR', 'MAROON', 'ELECTRICITY', 'MOTORCYCLE', 'LACE', 'CART', 'NUCLEAR', 'FELT', 'HELICOPTER', 'CRIMSON']",3.0,False,"[3680, 1719, 2710, 2074, 7190]",True,90000.0,categorized_16_0,,,,
3886,reminder-none,,reminder,54.0,2162465.0,0.0-48.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,[],[],[],"['LEATHER', 'GRAY', 'WAGON', 'WATER', 'INDIGO', 'RAYON', 'SOLAR', 'MAROON', 'ELECTRICITY', 'MOTORCYCLE', 'LACE', 'CART', 'NUCLEAR', 'FELT', 'HELICOPTER', 'CRIMSON']",0.0,False,[],,,categorized_16_0,,0.0,,
3887,text-recall,,text-recall,57.0,2319049.0,0.0-51.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,"['GINGER', 'SAGE', 'RABBIT', 'ELK', 'LETTER', 'MANUSCRIPT', 'DIVING']","['GINGER', 'SAGE', 'RABBIT', 'ELK', 'LETTER', 'MANUSCRIPT', 'DIVING']","['SUGAR', 'SKIING', 'ESSAY', 'FISHING', 'BUFFALO', 'NOTE', 'TIGER', 'LACROSSE', 'VANILLA']","['GINGER', 'SAGE', 'SUGAR', 'RABBIT', 'SKIING', 'LETTER', 'ESSAY', 'FISHING', 'ELK', 'DIVING', 'BUFFALO', 'MANUSCRIPT', 'NOTE', 'TIGER', 'LACROSSE', 'VANILLA']",7.0,False,"[4503, 2410, 2193, 39467, 4800, 6325, 6543]",True,90000.0,categorized_16_8,,,,
3888,reminder-none,,reminder,58.0,2320051.0,0.0-52.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,[],[],[],"['GINGER', 'SAGE', 'SUGAR', 'RABBIT', 'SKIING', 'LETTER', 'ESSAY', 'FISHING', 'ELK', 'DIVING', 'BUFFALO', 'MANUSCRIPT', 'NOTE', 'TIGER', 'LACROSSE', 'VANILLA']",0.0,False,[],,,categorized_16_8,,0.0,,
3889,text-recall,,text-recall,61.0,2563202.0,0.0-55.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,[],[],"['BOAT', 'SUBWAY', 'BOXING', 'DROUGHT', 'GYMNASTICS', 'SNOW', 'VOLLEYBALL', 'FOLK', 'BLUES', 'RAIN', 'INSTRUMENTAL', 'GOLF', 'JET', 'SKA', 'FOG', 'BICYCLE']","['BOAT', 'SUBWAY', 'BOXING', 'DROUGHT', 'GYMNASTICS', 'SNOW', 'VOLLEYBALL', 'FOLK', 'BLUES', 'RAIN', 'INSTRUMENTAL', 'GOLF', 'JET', 'SKA', 'FOG', 'BICYCLE']",0.0,False,[],True,5275.0,categorized_16_9,,,,
3890,reminder-random,,reminder,62.0,2654745.0,0.0-56.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,"['FOLK', 'BLUES', 'GYMNASTICS', '', 'DROUGHT', 'GYMNASTICS', 'SKA', 'FOLK', 'BOAT']","['FOLK', 'BLUES', 'GYMNASTICS', 'SKA', 'BOAT']","['SUBWAY', 'BOXING', 'SNOW', 'VOLLEYBALL', 'RAIN', 'INSTRUMENTAL', 'GOLF', 'JET', 'FOG', 'BICYCLE']","['BOAT', 'SUBWAY', 'BOXING', 'DROUGHT', 'GYMNASTICS', 'SNOW', 'VOLLEYBALL', 'FOLK', 'BLUES', 'RAIN', 'INSTRUMENTAL', 'GOLF', 'JET', 'SKA', 'FOG', 'BICYCLE']",5.0,False,"[7378, 3181, 4031, 705, 2059, 8348, 28848, 4792, 8704]",,,categorized_16_9,DROUGHT,3000.0,,
3891,text-recall,,text-recall,65.0,2835070.0,0.0-59.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,"['PAPER', 'ENCYCLOPEDIA', 'DEER', 'WASP', 'MANSION', 'CAMEL']",[],[],"['PAPER', 'BEETLE', 'REPORT', 'PAMPHLET', 'WORM', 'PALACE', 'SHEEP', 'BUTTERFLY', 'BUNGALOW', 'HOTEL', 'FOX', 'ENCYCLOPEDIA', 'CAMEL', 'DEER', 'WASP', 'MANSION']",0.0,False,"[3466, 7138, 2828, 1459, 3507, 2818]",False,90000.0,categorized_16_3,,,,
3892,reminder-none,,reminder,66.0,2836072.0,0.0-60.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,True,[],[],[],"['PAPER', 'BEETLE', 'REPORT', 'PAMPHLET', 'WORM', 'PALACE', 'SHEEP', 'BUTTERFLY', 'BUNGALOW', 'HOTEL', 'FOX', 'ENCYCLOPEDIA', 'CAMEL', 'DEER', 'WASP', 'MANSION']",0.0,False,[],,,categorized_16_3,,0.0,,
3893,text-recall,,text-recall,69.0,2951059.0,0.0-63.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,True,"['HOSE', 'CLOSET', 'LIZARD', 'PIG', 'BOLT', 'LEVEL', 'ATTIC', 'SCREW', 'MOOSE', 'SEEDS', 'DONKEY', 'BUCKET', 'CLIPPERS', 'PORCH', 'WALLS', 'DRILL']","['HOSE', 'CLOSET', 'LIZARD', 'PIG', 'BOLT', 'LEVEL', 'ATTIC', 'SCREW', 'MOOSE', 'SEEDS', 'DONKEY', 'BUCKET', 'CLIPPERS', 'PORCH', 'WALLS', 'DRILL']",[],"['HOSE', 'CLOSET', 'LIZARD', 'PIG', 'BOLT', 'LEVEL', 'ATTIC', 'SCREW', 'MOOSE', 'SEEDS', 'DONKEY', 'BUCKET', 'CLIPPERS', 'PORCH', 'WALLS', 'DRILL']",16.0,False,"[5855, 2875, 3911, 2161, 4140, 3349, 2103, 2789, 2375, 2579, 3657, 3087, 3481, 3005, 4016, 1765]",True,54719.0,categorized_16_2,,,,
3894,reminder-none,,reminder,70.0,2952061.0,0.0-64.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,True,[],[],[],"['HOSE', 'CLOSET', 'LIZARD', 'PIG', 'BOLT', 'LEVEL', 'ATTIC', 'SCREW', 'MOOSE', 'SEEDS', 'DONKEY', 'BUCKET', 'CLIPPERS', 'PORCH', 'WALLS', 'DRILL']",0.0,False,[],,,categorized_16_2,,0.0,,
3895,text-recall,,text-recall,73.0,3109458.0,0.0-67.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,True,"['HANBALL', 'ENTRANCE', 'BLUEGRASS', 'GOSPEL', 'CHICKEN', 'SOUL', 'SPARROW', 'FENCING', 'WRESTLING', 'ALTERNATIVE', 'CEILING', 'SOFTBALL', 'CRANE', 'ELAVATOR', 'CRANE', 'KITCHEN', 'PARROT']","['HANDBALL', 'ENTRANCE', 'BLUEGRASS', 'GOSPEL', 'CHICKEN', 'SOUL', 'SPARROW', 'FENCING', 'WRESTLING', 'ALTERNATIVE', 'CEILING', 'SOFTBALL', 'CRANE', 'ELEVATOR', 'KITCHEN', 'PARROT']",[],"['HANDBALL', 'ENTRANCE', 'BLUEGRASS', 'GOSPEL', 'CHICKEN', 'SOUL', 'SPARROW', 'FENCING', 'WRESTLING', 'ALTERNATIVE', 'CEILING', 'SOFTBALL', 'CRANE', 'ELEVATOR', 'KITCHEN', 'PARROT']",16.0,False,"[7401, 2684, 2932, 2362, 4450, 1886, 2755, 5710, 5481, 4783, 2142, 4448, 1243, 2026, 1893, 3784, 1842]",True,90000.0,categorized_16_11,,,,
3896,reminder-none,,reminder,74.0,3110461.0,0.0-68.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,True,[],[],[],"['HANDBALL', 'ENTRANCE', 'BLUEGRASS', 'GOSPEL', 'CHICKEN', 'SOUL', 'SPARROW', 'FENCING', 'WRESTLING', 'ALTERNATIVE', 'CEILING', 'SOFTBALL', 'CRANE', 'ELEVATOR', 'KITCHEN', 'PARROT']",0.0,False,[],,,categorized_16_11,,0.0,,
3897,text-recall,,text-recall,77.0,3245906.0,0.0-71.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,False,"['ELM', 'BLOCKS', 'TANGO', 'BANJO', 'POPLAR', 'WALTZ', 'NINTENDO', 'KITE', 'KEYBOARD', 'VIOLA', 'PUZZLE', 'ACCORDION', 'WILLOW', 'CEDAR', 'BALLROOM', 'BALLET']","['ELM', 'BLOCKS', 'TANGO', 'BANJO', 'POPLAR', 'WALTZ', 'KITE', 'KEYBOARD', 'VIOLA', 'PUZZLE', 'ACCORDION', 'WILLOW', 'CEDAR', 'BALLROOM', 'BALLET']",['NINTENDO'],"['ELM', 'BLOCKS', 'TANGO', 'BANJO', 'POPLAR', 'WALTZ', 'NINTENDO', 'KITE', 'KEYBOARD', 'VIOLA', 'PUZZLE', 'ACCORDION', 'WILLOW', 'CEDAR', 'BALLROOM', 'BALLET']",15.0,False,"[11721, 10923, 2793, 5470, 4853, 2060, 3442, 1844, 7084, 1886, 2106, 3984, 2197, 3577, 2800, 1921]",True,77301.0,categorized_16_1,,,,
3898,reminder-none,,reminder,78.0,3246907.0,0.0-72.0,pilot,100,opt-rems-full,debugCvHr6:debugpBD0h,True,[],[],[],"['ELM', 'BLOCKS', 'TANGO', 'BANJO', 'POPLAR', 'WALTZ', 'NINTENDO', 'KITE', 'KEYBOARD', 'VIOLA', 'PUZZLE', 'ACCORDION', 'WILLOW', 'CEDAR', 'BALLROOM', 'BALLET']",0.0,False,[],,,categorized_16_1,,0.0,,
3899,total-points,,,,,,,,,debugCvHr6:debugpBD0h,,,,,,,,,,,,,,debugCvHr6:debugpBD0h,65.0
3900,survey-text,"{""Q0"":""62b20c0065e9809e66d13fa5""}",survey-text,0.0,4630.0,0.0-0.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,,,,,,,,,,,,,,,
3901,text-recall,,text-recall,25.0,555311.0,0.0-27.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['WATER', 'STEAMBOAT', 'YACHT', 'BEURAU']","['WATER', 'STEAMBOAT', 'YACHT', 'BUREAU']","['ELECTRICITY', 'DESK', 'LAMP', 'CABINET', 'FERRY', 'SKIING', 'BADMINTON', 'WRESTLING', 'DIVING', 'TANKER', 'OIL', 'SOLAR']","['ELECTRICITY', 'DESK', 'LAMP', 'CABINET', 'FERRY', 'SKIING', 'BADMINTON', 'WATER', 'STEAMBOAT', 'WRESTLING', 'DIVING', 'TANKER', 'OIL', 'YACHT', 'SOLAR', 'BUREAU']",4.0,False,"[2120, 4500, 1591, 11931]",True,90000.0,categorized_16_2,,,,
3902,reminder-none,,reminder,26.0,556321.0,0.0-28.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['ELECTRICITY', 'DESK', 'LAMP', 'CABINET', 'FERRY', 'SKIING', 'BADMINTON', 'WATER', 'STEAMBOAT', 'WRESTLING', 'DIVING', 'TANKER', 'OIL', 'YACHT', 'SOLAR', 'BUREAU']",0.0,False,[],,,categorized_16_2,,0.0,,
3903,text-recall,,text-recall,29.0,700001.0,0.0-31.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['FIDDLE', 'ROOM', 'ROOF']","['FIDDLE', 'ROOM', 'ROOF']","['CEILING', 'OWL', 'SNOW', 'CRANE', 'CLARINET', 'CLOSET', 'FINCH', 'SUNSHINE', 'HARP', 'FLOOD', 'RAIN', 'HARMONICA', 'CROW']","['ROOM', 'CEILING', 'ROOF', 'OWL', 'SNOW', 'CRANE', 'CLARINET', 'CLOSET', 'FINCH', 'SUNSHINE', 'HARP', 'FLOOD', 'RAIN', 'HARMONICA', 'CROW', 'FIDDLE']",3.0,False,"[3401, 2997, 1350]",True,90000.0,categorized_16_6,,,,
3904,reminder-none,,reminder,30.0,701009.0,0.0-32.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['ROOM', 'CEILING', 'ROOF', 'OWL', 'SNOW', 'CRANE', 'CLARINET', 'CLOSET', 'FINCH', 'SUNSHINE', 'HARP', 'FLOOD', 'RAIN', 'HARMONICA', 'CROW', 'FIDDLE']",0.0,False,[],,,categorized_16_6,,0.0,,
3905,text-recall,,text-recall,33.0,808029.0,0.0-35.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['MOUSE', 'FIREFIGHTER', 'PLANE', 'BOART']",['MOUSE'],"['FISHING', 'DOVE', 'HAWK', 'SQUIRREL', 'SPARROW', 'SAILING', 'HANDBALL', 'BUFFALO', 'SKIRT', 'BELT', 'FALCON', 'BOXERS', 'JEANS', 'ANTELOPE', 'LACROSSE']","['FISHING', 'DOVE', 'HAWK', 'SQUIRREL', 'SPARROW', 'SAILING', 'HANDBALL', 'BUFFALO', 'SKIRT', 'BELT', 'FALCON', 'BOXERS', 'JEANS', 'ANTELOPE', 'LACROSSE', 'MOUSE']",1.0,False,"[3072, 4145, 1394, 42050]",True,52241.0,categorized_16_4,,,,
3906,reminder-random,,reminder,34.0,852434.0,0.0-36.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,['BOAT'],[],"['FISHING', 'DOVE', 'HAWK', 'SQUIRREL', 'SPARROW', 'HANDBALL', 'BUFFALO', 'SKIRT', 'BELT', 'FALCON', 'BOXERS', 'JEANS', 'ANTELOPE', 'LACROSSE']","['FISHING', 'DOVE', 'HAWK', 'SQUIRREL', 'SPARROW', 'SAILING', 'HANDBALL', 'BUFFALO', 'SKIRT', 'BELT', 'FALCON', 'BOXERS', 'JEANS', 'ANTELOPE', 'LACROSSE', 'MOUSE']",0.0,False,[3479],,,categorized_16_4,SAILING,3000.0,,
3907,text-recall,,text-recall,37.0,997160.0,0.0-39.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['BALLROOM', 'PENCIL', 'DORMITORY', 'WASP', 'HORNET', 'HOTEL']","['BALLROOM', 'PENCIL', 'DORMITORY', 'WASP', 'HORNET', 'HOTEL']","['SWING', 'DRILL', 'SALSA', 'MOSQUITO', 'LEVEL', 'WALTZ', 'BEETLE', 'MANSION', 'RULER', 'HUT']","['PENCIL', 'SWING', 'DORMITORY', 'BALLROOM', 'DRILL', 'SALSA', 'MOSQUITO', 'LEVEL', 'WALTZ', 'HOTEL', 'HORNET', 'BEETLE', 'MANSION', 'RULER', 'HUT', 'WASP']",6.0,False,"[2512, 2590, 8772, 1776, 1804, 3892]",True,90000.0,categorized_16_1,,,,
3908,reminder-none,,reminder,38.0,998168.0,0.0-40.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['PENCIL', 'SWING', 'DORMITORY', 'BALLROOM', 'DRILL', 'SALSA', 'MOSQUITO', 'LEVEL', 'WALTZ', 'HOTEL', 'HORNET', 'BEETLE', 'MANSION', 'RULER', 'HUT', 'WASP']",0.0,False,[],,,categorized_16_1,,0.0,,
3909,text-recall,,text-recall,41.0,1142764.0,0.0-43.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['PIG', 'TRAIN', 'ELK', 'SUBWAY']","['PIG', 'TRAIN', 'ELK', 'SUBWAY']","['REPORT', 'DIGEST', 'MANUSCRIPT', 'WALLS', 'PORCH', 'RAT', 'TAXI', 'BICYCLE', 'LOBBY', 'LETTER', 'BATHROOM', 'WOLF']","['REPORT', 'DIGEST', 'SUBWAY', 'MANUSCRIPT', 'WALLS', 'PORCH', 'RAT', 'TAXI', 'BICYCLE', 'LOBBY', 'LETTER', 'BATHROOM', 'WOLF', 'PIG', 'TRAIN', 'ELK']",4.0,False,"[1603, 1573, 3461, 2154]",True,90000.0,categorized_16_9,,,,
3910,reminder-none,,reminder,42.0,1143775.0,0.0-44.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['REPORT', 'DIGEST', 'SUBWAY', 'MANUSCRIPT', 'WALLS', 'PORCH', 'RAT', 'TAXI', 'BICYCLE', 'LOBBY', 'LETTER', 'BATHROOM', 'WOLF', 'PIG', 'TRAIN', 'ELK']",0.0,False,[],,,categorized_16_9,,0.0,,
3911,text-recall,,text-recall,45.0,1293806.0,0.0-47.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['STRAWBRERRY', 'LINENS', 'MANGO', 'CHERRY']","['STRAWBERRY', 'LINEN', 'MANGO', 'CHERRY']","['LIME', 'POPLAR', 'TRACK', 'RUGBY', 'VELVET', 'MAPLE', 'BEECH', 'REDWOOD', 'VOLLEYBALL', 'BOWLING', 'CLOTH', 'LACE']","['LIME', 'POPLAR', 'TRACK', 'RUGBY', 'CHERRY', 'VELVET', 'MANGO', 'MAPLE', 'STRAWBERRY', 'BEECH', 'LINEN', 'REDWOOD', 'VOLLEYBALL', 'BOWLING', 'CLOTH', 'LACE']",4.0,False,"[6129, 3136, 2287, 1740]",True,90000.0,categorized_16_3,,,,
3912,reminder-none,,reminder,46.0,1294814.0,0.0-48.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['LIME', 'POPLAR', 'TRACK', 'RUGBY', 'CHERRY', 'VELVET', 'MANGO', 'MAPLE', 'STRAWBERRY', 'BEECH', 'LINEN', 'REDWOOD', 'VOLLEYBALL', 'BOWLING', 'CLOTH', 'LACE']",0.0,False,[],,,categorized_16_3,,0.0,,
3913,text-recall,,text-recall,49.0,1439785.0,0.0-51.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['GINGER', 'VULTURE', 'PENGUIN', 'GALE', 'SAGE', 'SWAN', 'NITENDO', 'LIGHTNING', 'VANILLA', 'PUZZLE', 'FOG']","['GINGER', 'VULTURE', 'PENGUIN', 'GALE', 'SAGE', 'SWAN', 'LIGHTNING', 'VANILLA', 'PUZZLE', 'FOG']","['SUGAR', 'NINTENDO', 'BALL', 'DUCK', 'KITE', 'BLIZZARD']","['GINGER', 'VULTURE', 'SUGAR', 'GALE', 'SAGE', 'PENGUIN', 'SWAN', 'NINTENDO', 'LIGHTNING', 'VANILLA', 'PUZZLE', 'FOG', 'BALL', 'DUCK', 'KITE', 'BLIZZARD']",10.0,False,"[7073, 1675, 2578, 1618, 2503, 6061, 6669, 2280, 3337, 2057, 3352]",True,90000.0,categorized_16_7,,,,
3914,reminder-none,,reminder,50.0,1440803.0,0.0-52.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['GINGER', 'VULTURE', 'SUGAR', 'GALE', 'SAGE', 'PENGUIN', 'SWAN', 'NINTENDO', 'LIGHTNING', 'VANILLA', 'PUZZLE', 'FOG', 'BALL', 'DUCK', 'KITE', 'BLIZZARD']",0.0,False,[],,,categorized_16_7,,0.0,,
3915,text-recall,,text-recall,53.0,1586789.0,0.0-55.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['ATTIC', 'CLOUDS', 'FROST', 'JEEP', 'BOAT', 'WING', 'CART', 'FOUNDATION', 'HELICOPTER', 'POP', 'FOG']","['ATTIC', 'CLOUDS', 'FROST', 'JEEP', 'BOAT', 'WING', 'CART', 'FOUNDATION', 'HELICOPTER', 'POP']","['SYMPHONY', 'FOLK', 'EARTHQUAKE', 'HAIL', 'CELLAR', 'PUNK']","['SYMPHONY', 'ATTIC', 'FROST', 'JEEP', 'BOAT', 'WING', 'CART', 'FOUNDATION', 'HELICOPTER', 'FOLK', 'POP', 'EARTHQUAKE', 'HAIL', 'CELLAR', 'PUNK', 'CLOUDS']",10.0,False,"[3104, 1473, 2400, 1507, 1885, 2846, 3033, 4255, 5057, 2494, 1762]",True,90000.0,categorized_16_11,,,,
3916,reminder-none,,reminder,54.0,1587812.0,0.0-56.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['SYMPHONY', 'ATTIC', 'FROST', 'JEEP', 'BOAT', 'WING', 'CART', 'FOUNDATION', 'HELICOPTER', 'FOLK', 'POP', 'EARTHQUAKE', 'HAIL', 'CELLAR', 'PUNK', 'CLOUDS']",0.0,False,[],,,categorized_16_11,,0.0,,
3917,text-recall,,text-recall,57.0,1740364.0,0.0-59.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['TRAILER', 'GOAT', 'KITCHEN', 'WAGON', 'PAMPHLET', 'BEAR', 'TROLLEY', 'CARRIGE', 'TURTLE', 'ELEVATOR', 'LIZARD']","['TRAILER', 'GOAT', 'KITCHEN', 'WAGON', 'PAMPHLET', 'BEAR', 'TROLLEY', 'CARRIAGE', 'TURTLE', 'ELEVATOR', 'LIZARD']","['FLOOR', 'ENTRANCE', 'ENCYCLOPEDIA', 'EDITORIAL', 'BULLETIN']","['FLOOR', 'ENTRANCE', 'TRAILER', 'GOAT', 'KITCHEN', 'WAGON', 'PAMPHLET', 'BEAR', 'TROLLEY', 'CARRIAGE', 'ENCYCLOPEDIA', 'TURTLE', 'EDITORIAL', 'ELEVATOR', 'LIZARD', 'BULLETIN']",11.0,False,"[5449, 2458, 3052, 3090, 3770, 1906, 3286, 3613, 5422, 6639, 2694]",True,90000.0,categorized_16_8,,,,
3918,reminder-none,,reminder,58.0,1741378.0,0.0-60.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['FLOOR', 'ENTRANCE', 'TRAILER', 'GOAT', 'KITCHEN', 'WAGON', 'PAMPHLET', 'BEAR', 'TROLLEY', 'CARRIAGE', 'ENCYCLOPEDIA', 'TURTLE', 'EDITORIAL', 'ELEVATOR', 'LIZARD', 'BULLETIN']",0.0,False,[],,,categorized_16_8,,0.0,,
3919,text-recall,,text-recall,61.0,1917922.0,0.0-63.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,['TSUNAMI'],['TSUNAMI'],"['PITCHFORK', 'THUNDER', 'CYCLONE', 'GOSPEL', 'TIGER', 'MOOSE', 'SOIL', 'OPERA', 'SEEDS', 'RABBIT', 'HOSE', 'SKA', 'SHEEP', 'BLUES', 'TYPHOON']","['PITCHFORK', 'THUNDER', 'CYCLONE', 'GOSPEL', 'TIGER', 'MOOSE', 'SOIL', 'OPERA', 'SEEDS', 'RABBIT', 'HOSE', 'SKA', 'SHEEP', 'BLUES', 'TYPHOON', 'TSUNAMI']",1.0,False,[3022],True,90000.0,categorized_16_10,,,,
3920,reminder-none,,reminder,62.0,1918932.0,0.0-64.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['PITCHFORK', 'THUNDER', 'CYCLONE', 'GOSPEL', 'TIGER', 'MOOSE', 'SOIL', 'OPERA', 'SEEDS', 'RABBIT', 'HOSE', 'SKA', 'SHEEP', 'BLUES', 'TYPHOON', 'TSUNAMI']",0.0,False,[],,,categorized_16_10,,0.0,,
3921,text-recall,,text-recall,65.0,2062099.0,0.0-67.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['KEYBOARD', 'CARP', 'INDIGO', 'BROWN', 'CARP', 'BANJO', 'CATFISH', 'PEACOCK']","['KEYBOARD', 'CARP', 'INDIGO', 'BROWN', 'BANJO', 'CATFISH', 'PEACOCK']","['TUNA', 'VIOLA', 'ACCORDION', 'TAN', 'CANARY', 'PARROT', 'CHICKEN', 'PERCH', 'CRIMSON']","['TUNA', 'VIOLA', 'ACCORDION', 'TAN', 'CANARY', 'KEYBOARD', 'CARP', 'INDIGO', 'BROWN', 'BANJO', 'CATFISH', 'PEACOCK', 'PARROT', 'CHICKEN', 'PERCH', 'CRIMSON']",7.0,False,"[4712, 3114, 1754, 2342, 1340, 2268, 3890, 2307]",True,90000.0,categorized_16_0,,,,
3922,reminder-none,,reminder,66.0,2063111.0,0.0-68.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['TUNA', 'VIOLA', 'ACCORDION', 'TAN', 'CANARY', 'KEYBOARD', 'CARP', 'INDIGO', 'BROWN', 'BANJO', 'CATFISH', 'PEACOCK', 'PARROT', 'CHICKEN', 'PERCH', 'CRIMSON']",0.0,False,[],,,categorized_16_0,,0.0,,
3923,text-recall,,text-recall,69.0,2227984.0,0.0-71.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,"['SOFTBALL', 'BLUEGRASS']","['SOFTBALL', 'BLUEGRASS']","['CEDAR', 'FENCING', 'BATTLESHIP', 'SCHOONER', 'EUCALYPTUS', 'GOLF', 'EVERGREEN', 'DESTROYER', 'FIR', 'BOXING', 'SOUL', 'REGGAE', 'SLOOP', 'INSTRUMENTAL']","['CEDAR', 'FENCING', 'BATTLESHIP', 'SCHOONER', 'EUCALYPTUS', 'BLUEGRASS', 'GOLF', 'EVERGREEN', 'DESTROYER', 'FIR', 'BOXING', 'SOUL', 'REGGAE', 'SOFTBALL', 'SLOOP', 'INSTRUMENTAL']",2.0,False,"[6341, 4748]",True,90000.0,categorized_16_5,,,,
3924,reminder-none,,reminder,70.0,2228996.0,0.0-72.0,pilot,70,opt-rems-full,debugHnhvt:debugstALY,False,[],[],[],"['CEDAR', 'FENCING', 'BATTLESHIP', 'SCHOONER', 'EUCALYPTUS', 'BLUEGRASS', 'GOLF', 'EVERGREEN', 'DESTROYER', 'FIR', 'BOXING', 'SOUL', 'REGGAE', 'SOFTBALL', 'SLOOP', 'INSTRUMENTAL']",0.0,False,[],,,categorized_16_5,,0.0,,
3925,total-points,,,,,,,,,debugHnhvt:debugstALY,,,,,,,,,,,,,,debugHnhvt:debugstALY,73.0
