,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,id,total_points
929,total-points,,,,,,,,,debugw9I8O:debugesyO9,,,,,,,,,,,,,debugw9I8O:debugesyO9,110.0
930,survey-text,"{""Q0"":""614beda2ac4673a322e2b132""}",survey-text,0.0,3624.0,0.0-0.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,,,,,,,,,,,,,,
931,text-recall,,text-recall,29.0,761996.0,0.0-27.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['WILLOW', 'SHORTS', 'TROUSERS', 'CEDAR', 'ELM', 'ESSAY']","['WILLOW', 'SHORTS', 'TROUSERS', 'CEDAR', 'ELM', 'ESSAY']","['BUCKET', 'JEANS', 'POPLAR', 'EDITORIAL', 'MANUSCRIPT', 'PITCHFORK', 'BOXERS', 'HOSE', 'DIGEST', 'SEEDS']","['BUCKET', 'JEANS', 'POPLAR', 'CEDAR', 'EDITORIAL', 'MANUSCRIPT', 'ELM', 'ESSAY', 'PITCHFORK', 'BOXERS', 'HOSE', 'TROUSERS', 'DIGEST', 'SEEDS', 'WILLOW', 'SHORTS']",6.0,False,"[2154, 1405, 1782, 2579, 2377, 5409]",True,25441.0,categorized_16_9,,,
932,reminder,,reminder,30.0,830398.0,0.0-28.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['PITCHFORK', 'MANUSCRIPT', 'POPLAR', 'LETTER']","['MANUSCRIPT', 'POPLAR']","['BUCKET', 'JEANS', 'EDITORIAL', 'BOXERS', 'HOSE', 'DIGEST', 'SEEDS']","['BUCKET', 'JEANS', 'POPLAR', 'CEDAR', 'EDITORIAL', 'MANUSCRIPT', 'ELM', 'ESSAY', 'PITCHFORK', 'BOXERS', 'HOSE', 'TROUSERS', 'DIGEST', 'SEEDS', 'WILLOW', 'SHORTS']",2.0,False,"[3938, 2773, 18923, 11807]",,,categorized_16_9,PITCHFORK,,
933,text-recall,,text-recall,33.0,904854.0,0.0-31.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['HAT', 'JACKET', 'GALE']","['HAT', 'JACKET', 'GALE']","['WING', 'JEEP', 'BASEMENT', 'LIGHTNING', 'THUNDER', 'ENTRANCE', 'SLIP', 'COAT', 'MOTORCYCLE', 'BICYCLE', 'SNOW', 'VAN', 'LOBBY']","['WING', 'JEEP', 'BASEMENT', 'LIGHTNING', 'THUNDER', 'ENTRANCE', 'SLIP', 'COAT', 'MOTORCYCLE', 'BICYCLE', 'GALE', 'SNOW', 'VAN', 'LOBBY', 'JACKET', 'HAT']",3.0,False,"[1318, 1425, 1048]",True,15640.0,categorized_16_8,,,
934,reminder,,reminder,34.0,983081.0,0.0-32.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['MOTORCYCLE', 'VAN', 'JEEP', '', 'WING']","['VAN', 'JEEP', 'WING']","['BASEMENT', 'LIGHTNING', 'THUNDER', 'ENTRANCE', 'SLIP', 'COAT', 'BICYCLE', 'SNOW', 'LOBBY']","['WING', 'JEEP', 'BASEMENT', 'LIGHTNING', 'THUNDER', 'ENTRANCE', 'SLIP', 'COAT', 'MOTORCYCLE', 'BICYCLE', 'GALE', 'SNOW', 'VAN', 'LOBBY', 'JACKET', 'HAT']",3.0,False,"[2870, 3590, 1242, 42262, 5961]",,,categorized_16_8,MOTORCYCLE,,
935,text-recall,,text-recall,37.0,1076162.0,0.0-35.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['TECHNO', 'ACCORDIAN', '', 'SYMPHONY', 'HARP', 'PENCIL', 'RULER', 'TECHNO', 'PUNK', 'RULER']","['TECHNO', 'ACCORDION', 'SYMPHONY', 'HARP', 'PENCIL', 'RULER', 'PUNK']","['FIDDLE', 'HARMONICA', 'CART', 'STREETCAR', 'SUBWAY', 'AXE', 'TAXI', 'FOLK', 'BOLT']","['FIDDLE', 'HARP', 'SYMPHONY', 'RULER', 'HARMONICA', 'PENCIL', 'CART', 'STREETCAR', 'SUBWAY', 'AXE', 'TAXI', 'FOLK', 'ACCORDION', 'PUNK', 'BOLT', 'TECHNO']",7.0,False,"[2196, 1622, 77, 1864, 1480, 5087, 1485, 1391, 2525, 6577]",True,33621.0,categorized_16_4,,,
936,reminder,,reminder,38.0,1136372.0,0.0-36.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['TAXI', 'STREETCAR', 'SUBWAY', 'HARP']","['STREETCAR', 'SUBWAY']","['FIDDLE', 'HARMONICA', 'CART', 'AXE', 'FOLK', 'BOLT']","['FIDDLE', 'HARP', 'SYMPHONY', 'RULER', 'HARMONICA', 'PENCIL', 'CART', 'STREETCAR', 'SUBWAY', 'AXE', 'TAXI', 'FOLK', 'ACCORDION', 'PUNK', 'BOLT', 'TECHNO']",2.0,False,"[2113, 2483, 5234, 7523]",,,categorized_16_4,TAXI,,
937,text-recall,,text-recall,41.0,1232832.0,0.0-39.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['HERRING', 'TUNA', 'COD', 'REDWOOD', 'EUCALYPTUS', 'FERN', 'FINCH', 'HERRING', 'CRANE', 'ELD', 'ELK', 'DEER', 'MOOSE', 'TUNA']","['HERRING', 'TUNA', 'COD', 'REDWOOD', 'EUCALYPTUS', 'FINCH', 'CRANE', 'ELK', 'DEER', 'MOOSE']","['RAT', 'DUCK', 'FIR', 'PERCH', 'MAPLE', 'PENGUIN']","['REDWOOD', 'RAT', 'TUNA', 'DUCK', 'FINCH', 'ELK', 'DEER', 'FIR', 'COD', 'PERCH', 'MAPLE', 'PENGUIN', 'MOOSE', 'EUCALYPTUS', 'CRANE', 'HERRING']",10.0,False,"[2178, 1118, 934, 1760, 6380, 2564, 1298, 1619, 1835, 4556, 1383, 1893, 1446, 5124]",True,38219.0,categorized_16_7,,,
938,reminder,,reminder,42.0,1288435.0,0.0-40.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['PERCH', 'REDWOOD', 'WILLOW', 'MAPLE']",['MAPLE'],"['RAT', 'DUCK', 'FIR', 'PENGUIN']","['REDWOOD', 'RAT', 'TUNA', 'DUCK', 'FINCH', 'ELK', 'DEER', 'FIR', 'COD', 'PERCH', 'MAPLE', 'PENGUIN', 'MOOSE', 'EUCALYPTUS', 'CRANE', 'HERRING']",1.0,False,"[3473, 11306, 10307, 14233]",,,categorized_16_7,PERCH,,
939,text-recall,,text-recall,45.0,1390115.0,0.0-43.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['STRAWBERRY', 'GRAPE', 'MANGO', 'BOXING', 'WRESTLING', 'BOWLING', 'SOFTBALL']","['STRAWBERRY', 'GRAPE', 'MANGO', 'BOXING', 'WRESTLING', 'BOWLING', 'SOFTBALL']","['CLOUDS', 'FIG', 'SUNSHINE', 'DROUGHT', 'TIGER', 'LIZARD', 'BEAR', 'CAMEL', 'RAIN']","['CLOUDS', 'FIG', 'BOWLING', 'BOXING', 'SUNSHINE', 'DROUGHT', 'TIGER', 'SOFTBALL', 'GRAPE', 'MANGO', 'LIZARD', 'WRESTLING', 'BEAR', 'CAMEL', 'RAIN', 'STRAWBERRY']",7.0,False,"[7240, 1324, 2164, 5154, 3083, 2433, 4352]",True,30472.0,categorized_16_5,,,
940,reminder,,reminder,46.0,1453427.0,0.0-44.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['RAIN', 'ELK', 'THUNDER', 'LIGHTNING']",[],"['CLOUDS', 'FIG', 'SUNSHINE', 'DROUGHT', 'TIGER', 'LIZARD', 'BEAR', 'CAMEL']","['CLOUDS', 'FIG', 'BOWLING', 'BOXING', 'SUNSHINE', 'DROUGHT', 'TIGER', 'SOFTBALL', 'GRAPE', 'MANGO', 'LIZARD', 'WRESTLING', 'BEAR', 'CAMEL', 'RAIN', 'STRAWBERRY']",0.0,False,"[1472, 3819, 47939, 5875]",,,categorized_16_5,RAIN,,
941,text-recall,,text-recall,49.0,1549544.0,0.0-47.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['ANTELOPE', 'BARGE', 'MOUSE', 'STEAMBOAT', 'GINGER', 'SUGAR', 'TURTLE']","['ANTELOPE', 'BARGE', 'MOUSE', 'STEAMBOAT', 'GINGER', 'SUGAR', 'TURTLE']","['DONKEY', 'NINTENDO', 'BLOCKS', 'BATTLESHIP', 'SAGE', 'BALL', 'VANILLA', 'TANKER', 'KITE']","['ANTELOPE', 'DONKEY', 'BARGE', 'NINTENDO', 'BLOCKS', 'GINGER', 'BATTLESHIP', 'SAGE', 'STEAMBOAT', 'SUGAR', 'BALL', 'VANILLA', 'TANKER', 'MOUSE', 'TURTLE', 'KITE']",7.0,False,"[2922, 1291, 2463, 8950, 4641, 4863, 4904]",True,39426.0,categorized_16_2,,,
942,reminder,,reminder,50.0,1603920.0,0.0-48.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['BATTLESHIP', 'TANKER', 'MANGO']",['TANKER'],"['DONKEY', 'NINTENDO', 'BLOCKS', 'SAGE', 'BALL', 'VANILLA', 'KITE']","['ANTELOPE', 'DONKEY', 'BARGE', 'NINTENDO', 'BLOCKS', 'GINGER', 'BATTLESHIP', 'SAGE', 'STEAMBOAT', 'SUGAR', 'BALL', 'VANILLA', 'TANKER', 'MOUSE', 'TURTLE', 'KITE']",1.0,False,"[3867, 8468, 17525]",,,categorized_16_2,BATTLESHIP,,
943,text-recall,,text-recall,53.0,1679793.0,0.0-51.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['MAROON', 'CRIMSON', 'BROWN', 'TAN', 'BALLET', 'MAROON']","['MAROON', 'CRIMSON', 'BROWN', 'TAN', 'BALLET']","['SALSA', 'LAKE', 'STREAM', 'FLOOR', 'SWING', 'PLAIN', 'TANGO', 'CAVE', 'FOUNDATION', 'ATTIC', 'ELEVATOR']","['SALSA', 'LAKE', 'STREAM', 'FLOOR', 'SWING', 'PLAIN', 'BROWN', 'TANGO', 'CRIMSON', 'TAN', 'CAVE', 'FOUNDATION', 'ATTIC', 'ELEVATOR', 'BALLET', 'MAROON']",5.0,False,"[1918, 1610, 1282, 873, 1778, 3198]",True,17218.0,categorized_16_1,,,
944,reminder,,reminder,54.0,1756587.0,0.0-52.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['TANGO', 'CRAFT']",[],"['SALSA', 'LAKE', 'STREAM', 'FLOOR', 'SWING', 'PLAIN', 'CAVE', 'FOUNDATION', 'ATTIC', 'ELEVATOR']","['SALSA', 'LAKE', 'STREAM', 'FLOOR', 'SWING', 'PLAIN', 'BROWN', 'TANGO', 'CRIMSON', 'TAN', 'CAVE', 'FOUNDATION', 'ATTIC', 'ELEVATOR', 'BALLET', 'MAROON']",0.0,False,"[1342, 52487]",,,categorized_16_1,TANGO,,
945,text-recall,,text-recall,57.0,1848599.0,0.0-55.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['WASP', 'BEETLE', 'SKIRT', 'DRESS', 'COAT', 'GOAT', 'SHEEP', 'ELEPHANT', 'BLUEGRASS', 'BLUES', 'SOUL']","['WASP', 'BEETLE', 'SKIRT', 'DRESS', 'GOAT', 'SHEEP', 'ELEPHANT', 'BLUEGRASS', 'BLUES', 'SOUL']","['BUFFALO', 'GOSPEL', 'BUTTERFLY', 'ROBE', 'HORNET', 'SUIT']","['BEETLE', 'WASP', 'GOAT', 'BUFFALO', 'SKIRT', 'DRESS', 'BLUES', 'GOSPEL', 'BUTTERFLY', 'SHEEP', 'SOUL', 'BLUEGRASS', 'ROBE', 'HORNET', 'ELEPHANT', 'SUIT']",10.0,False,"[3068, 3304, 1394, 1199, 1565, 1217, 1414, 1594, 2379, 1148, 1575]",True,35593.0,categorized_16_3,,,
946,reminder,,reminder,58.0,1906806.0,0.0-56.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['SUIT', 'SOUL', 'BUTTERFLY', 'GOSPEL']","['BUTTERFLY', 'GOSPEL']","['BUFFALO', 'ROBE', 'HORNET']","['BEETLE', 'WASP', 'GOAT', 'BUFFALO', 'SKIRT', 'DRESS', 'BLUES', 'GOSPEL', 'BUTTERFLY', 'SHEEP', 'SOUL', 'BLUEGRASS', 'ROBE', 'HORNET', 'ELEPHANT', 'SUIT']",2.0,False,"[1673, 9320, 8949, 22895]",,,categorized_16_3,SUIT,,
947,text-recall,,text-recall,61.0,2000185.0,0.0-59.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['VELVET', 'LINEN', 'CARRIAGE', 'REGGAE', 'GOTHIC', 'INSTRUMENTAL', 'RABBIT', 'LACE', 'LINEN']","['VELVET', 'LINEN', 'CARRIAGE', 'REGGAE', 'INSTRUMENTAL', 'RABBIT', 'LACE']","['SKA', 'FOX', 'OPERA', 'TRAILER', 'TRAIN', 'COW', 'TROLLEY', 'LEATHER', 'PIG']","['CARRIAGE', 'LACE', 'RABBIT', 'SKA', 'FOX', 'OPERA', 'VELVET', 'LINEN', 'TRAILER', 'TRAIN', 'COW', 'TROLLEY', 'LEATHER', 'REGGAE', 'PIG', 'INSTRUMENTAL']",7.0,False,"[2183, 1164, 1511, 2291, 1083, 3908, 4257, 2284, 2951]",True,30761.0,categorized_16_6,,,
948,reminder,,reminder,62.0,2063466.0,0.0-60.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['FOX', 'SKA', 'TROLLEY', 'TRAIN', 'OPERA']","['SKA', 'TROLLEY', 'TRAIN', 'OPERA']","['TRAILER', 'COW', 'LEATHER', 'PIG']","['CARRIAGE', 'LACE', 'RABBIT', 'SKA', 'FOX', 'OPERA', 'VELVET', 'LINEN', 'TRAILER', 'TRAIN', 'COW', 'TROLLEY', 'LEATHER', 'REGGAE', 'PIG', 'INSTRUMENTAL']",4.0,False,"[1796, 872, 3922, 3703, 14642]",,,categorized_16_6,FOX,,
949,text-recall,,text-recall,65.0,2149179.0,0.0-63.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['MANSION', 'DORMITORY', 'COTTAGE', 'DESK', 'OIL', 'PETROLEUM', 'TRACTOR']","['MANSION', 'DORMITORY', 'COTTAGE', 'DESK', 'OIL', 'TRACTOR']","['WAGON', 'NUCLEAR', 'LAMP', 'SOLAR', 'JET', 'STEAM', 'HOTEL', 'CABINET', 'HELICOPTER', 'BUREAU']","['WAGON', 'DESK', 'DORMITORY', 'OIL', 'NUCLEAR', 'LAMP', 'SOLAR', 'MANSION', 'JET', 'STEAM', 'HOTEL', 'COTTAGE', 'CABINET', 'HELICOPTER', 'TRACTOR', 'BUREAU']",6.0,False,"[1801, 2387, 2155, 1420, 2232, 3836, 7173]",True,23653.0,categorized_16_0,,,
950,reminder,,reminder,66.0,2219357.0,0.0-64.0,pilot,43,expAv3,debugYEfGO:debugwZW0T,False,"['NUCELAR', 'NUCLEAR', 'JET', 'HELICOPTER']","['JET', 'HELICOPTER']","['WAGON', 'LAMP', 'SOLAR', 'STEAM', 'HOTEL', 'CABINET', 'BUREAU']","['WAGON', 'DESK', 'DORMITORY', 'OIL', 'NUCLEAR', 'LAMP', 'SOLAR', 'MANSION', 'JET', 'STEAM', 'HOTEL', 'COTTAGE', 'CABINET', 'HELICOPTER', 'TRACTOR', 'BUREAU']",2.0,False,"[2437, 2931, 24070, 4594]",,,categorized_16_0,NUCLEAR,,
951,total-points,,,,,,,,,debugYEfGO:debugwZW0T,,,,,,,,,,,,,debugYEfGO:debugwZW0T,84.0
952,survey-text,"{""Q0"":""5f52e4f162b184600f379760""}",survey-text,0.0,32675.0,0.0-0.0,pilot,54,expAv3,debug78hgn:debug3sMNa,,,,,,,,,,,,,,
953,survey-text,"{""Q0"":""59dc64753e4b5a00016a984f""}",survey-text,0.0,3349.0,0.0-0.0,pilot,46,expAv3,debugvDiLj:debugyNrM7,,,,,,,,,,,,,,
954,survey-text,"{""Q0"":""60fe12e72041bc1636d08771""}",survey-text,0.0,5780.0,0.0-0.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,,,,,,,,,,,,,,
955,text-recall,,text-recall,28.0,790390.0,0.0-27.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,False,"['STREETCAR', 'PLANE', 'BANJO', 'TRAIN', 'JOURNAL', 'POND', 'DIGEST', 'NOTE', 'HARMONICA', 'ACCORDION', 'PAMPHLET', 'CAVE', 'LAKE', 'WAGON', 'TAXI']","['STREETCAR', 'BANJO', 'TRAIN', 'JOURNAL', 'POND', 'DIGEST', 'NOTE', 'HARMONICA', 'ACCORDION', 'PAMPHLET', 'CAVE', 'LAKE', 'WAGON', 'TAXI']","['PLAIN', 'FIDDLE']","['STREETCAR', 'PLAIN', 'BANJO', 'TRAIN', 'JOURNAL', 'POND', 'DIGEST', 'NOTE', 'HARMONICA', 'ACCORDION', 'PAMPHLET', 'CAVE', 'LAKE', 'WAGON', 'TAXI', 'FIDDLE']",14.0,False,"[4885, 3369, 2343, 2115, 2091, 4183, 3865, 1101, 4093, 5303, 5641, 2167, 1084, 2050, 3354]",True,88664.0,categorized_16_1,,,
956,reminder,,reminder,29.0,814004.0,0.0-28.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,False,[],[],['PLAIN'],"['STREETCAR', 'PLAIN', 'BANJO', 'TRAIN', 'JOURNAL', 'POND', 'DIGEST', 'NOTE', 'HARMONICA', 'ACCORDION', 'PAMPHLET', 'CAVE', 'LAKE', 'WAGON', 'TAXI', 'FIDDLE']",0.0,False,[],,,categorized_16_1,FIDDLE,,
957,text-recall,,text-recall,32.0,922308.0,0.0-31.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,False,"['ELEPHANT', 'DEER', 'BUTTERFLY', 'HOSE', 'HORNET', 'PITCHFORK', 'BASEMENT', 'ROOF', 'SOIL', 'FLOOR', 'WORM', 'WASP', 'CEILING', 'PIG', 'BUCKET']","['ELEPHANT', 'DEER', 'BUTTERFLY', 'HOSE', 'HORNET', 'PITCHFORK', 'BASEMENT', 'ROOF', 'SOIL', 'FLOOR', 'WORM', 'WASP', 'CEILING', 'PIG', 'BUCKET']",['MOOSE'],"['ELEPHANT', 'DEER', 'BUTTERFLY', 'HOSE', 'HORNET', 'PITCHFORK', 'BASEMENT', 'ROOF', 'SOIL', 'FLOOR', 'WORM', 'WASP', 'CEILING', 'MOOSE', 'PIG', 'BUCKET']",15.0,False,"[6735, 1901, 3757, 2044, 4089, 4332, 1760, 1953, 3815, 2648, 1918, 2700, 3200, 2115, 2060]",True,47650.0,categorized_16_8,,,
958,reminder,,reminder,33.0,923314.0,0.0-32.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,[],[],[],"['ELEPHANT', 'DEER', 'BUTTERFLY', 'HOSE', 'HORNET', 'PITCHFORK', 'BASEMENT', 'ROOF', 'SOIL', 'FLOOR', 'WORM', 'WASP', 'CEILING', 'MOOSE', 'PIG', 'BUCKET']",0.0,False,[],,,categorized_16_8,,,
959,text-recall,,text-recall,36.0,1058911.0,0.0-35.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,False,"['MOUSE', 'HELICOPTER', 'SQUIRREL', 'TANGO', 'THUNDER', 'BICYCLE', 'SUBWAY', 'SALSA', 'LIGHTNING', 'BOAT', 'BALLROOM', 'ELK', 'ANTELOPE', 'HAIL']","['MOUSE', 'HELICOPTER', 'SQUIRREL', 'TANGO', 'THUNDER', 'BICYCLE', 'SUBWAY', 'SALSA', 'LIGHTNING', 'BOAT', 'BALLROOM', 'ELK', 'ANTELOPE', 'HAIL']","['WIND', 'BALLET']","['MOUSE', 'HELICOPTER', 'SQUIRREL', 'WIND', 'TANGO', 'THUNDER', 'BICYCLE', 'SUBWAY', 'SALSA', 'LIGHTNING', 'BOAT', 'BALLROOM', 'ELK', 'ANTELOPE', 'BALLET', 'HAIL']",14.0,False,"[4182, 5718, 3339, 10546, 1433, 3096, 3441, 3119, 3631, 5257, 2779, 2575, 3310, 4117]",True,58821.0,categorized_16_6,,,
960,reminder,,reminder,37.0,1093642.0,0.0-36.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,False,[],[],['BALLET'],"['MOUSE', 'HELICOPTER', 'SQUIRREL', 'WIND', 'TANGO', 'THUNDER', 'BICYCLE', 'SUBWAY', 'SALSA', 'LIGHTNING', 'BOAT', 'BALLROOM', 'ELK', 'ANTELOPE', 'BALLET', 'HAIL']",0.0,False,[],,,categorized_16_6,WIND,,
961,text-recall,,text-recall,40.0,1206249.0,0.0-39.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,"['BOOKLET', 'ENCYCLOPEDIA', 'VANILLA', 'JEEP', 'MOTORCYCLE', 'CLIFF', 'REPORT', 'SAGE', 'VALLEY', 'GINGER', 'STREAM', 'JET', 'EDITORIAL', 'SUGAR', 'TRACTOR', 'FAULT']","['BOOKLET', 'ENCYCLOPEDIA', 'VANILLA', 'JEEP', 'MOTORCYCLE', 'CLIFF', 'REPORT', 'SAGE', 'VALLEY', 'GINGER', 'STREAM', 'JET', 'EDITORIAL', 'SUGAR', 'TRACTOR', 'FAULT']",[],"['BOOKLET', 'ENCYCLOPEDIA', 'VANILLA', 'JEEP', 'MOTORCYCLE', 'CLIFF', 'REPORT', 'SAGE', 'VALLEY', 'GINGER', 'STREAM', 'JET', 'EDITORIAL', 'SUGAR', 'TRACTOR', 'FAULT']",16.0,False,"[4066, 6859, 2006, 2240, 3963, 3959, 1267, 2454, 2306, 2405, 2402, 1224, 3185, 3298, 3147, 1669]",True,47871.0,categorized_16_2,,,
962,reminder,,reminder,41.0,1207260.0,0.0-40.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,[],[],[],"['BOOKLET', 'ENCYCLOPEDIA', 'VANILLA', 'JEEP', 'MOTORCYCLE', 'CLIFF', 'REPORT', 'SAGE', 'VALLEY', 'GINGER', 'STREAM', 'JET', 'EDITORIAL', 'SUGAR', 'TRACTOR', 'FAULT']",0.0,False,[],,,categorized_16_2,,,
963,text-recall,,text-recall,44.0,1311226.0,0.0-43.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,False,"['OIL', 'ELECTRICITY', 'TIE', 'SOLAR', 'FALCON', 'RAIN', 'TSUNAMI', 'VULTURE', 'SKIRT', 'JEANS', 'FINCH', 'STEAM', 'SWAN', 'MONSOON', 'DROUGHT']","['OIL', 'ELECTRICITY', 'TIE', 'SOLAR', 'FALCON', 'RAIN', 'TSUNAMI', 'VULTURE', 'SKIRT', 'JEANS', 'FINCH', 'STEAM', 'SWAN', 'MONSOON', 'DROUGHT']",['ROBE'],"['OIL', 'ROBE', 'ELECTRICITY', 'TIE', 'SOLAR', 'FALCON', 'RAIN', 'TSUNAMI', 'VULTURE', 'SKIRT', 'JEANS', 'FINCH', 'STEAM', 'SWAN', 'MONSOON', 'DROUGHT']",15.0,False,"[5454, 5905, 2444, 1785, 2838, 745, 5229, 2818, 3215, 1009, 3414, 1891, 2044, 3628, 1710]",True,45404.0,categorized_16_3,,,
964,reminder,,reminder,45.0,1312235.0,0.0-44.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,[],[],[],"['OIL', 'ROBE', 'ELECTRICITY', 'TIE', 'SOLAR', 'FALCON', 'RAIN', 'TSUNAMI', 'VULTURE', 'SKIRT', 'JEANS', 'FINCH', 'STEAM', 'SWAN', 'MONSOON', 'DROUGHT']",0.0,False,[],,,categorized_16_3,,,
965,text-recall,,text-recall,48.0,1430030.0,0.0-47.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,False,"['TANKER', 'STEAMBOAT', 'BATTLESHIP', 'HANDBALL', 'FISHING', 'TUNA', 'SOFTBALL', 'PARROT', 'CROW', 'SHARK', 'RUGBY', 'DUCK', 'PERCH', 'CARP', 'FERRY']","['TANKER', 'STEAMBOAT', 'BATTLESHIP', 'HANDBALL', 'FISHING', 'TUNA', 'SOFTBALL', 'PARROT', 'CROW', 'SHARK', 'RUGBY', 'DUCK', 'PERCH', 'CARP', 'FERRY']",['DOVE'],"['TANKER', 'STEAMBOAT', 'BATTLESHIP', 'HANDBALL', 'FISHING', 'TUNA', 'SOFTBALL', 'PARROT', 'CROW', 'SHARK', 'RUGBY', 'DOVE', 'DUCK', 'PERCH', 'CARP', 'FERRY']",15.0,False,"[7560, 3800, 4645, 1857, 2936, 2018, 2650, 3486, 1059, 1497, 3797, 9662, 3104, 2055, 5718]",True,57055.0,categorized_16_9,,,
966,reminder,,reminder,49.0,1431038.0,0.0-48.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,[],[],[],"['TANKER', 'STEAMBOAT', 'BATTLESHIP', 'HANDBALL', 'FISHING', 'TUNA', 'SOFTBALL', 'PARROT', 'CROW', 'SHARK', 'RUGBY', 'DOVE', 'DUCK', 'PERCH', 'CARP', 'FERRY']",0.0,False,[],,,categorized_16_9,,,
967,text-recall,,text-recall,52.0,1533204.0,0.0-51.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,"['MANUSCRIPT', 'SAILING', 'BOWLING', 'FOG', 'TROUSERS', 'DRESS', 'BOXERS', 'GOLF', 'BELT', 'LETTER', 'PAPER', 'BULLETIN', 'SNOW', 'FROST', 'TYPHOON', 'TRACK']","['MANUSCRIPT', 'SAILING', 'BOWLING', 'FOG', 'TROUSERS', 'DRESS', 'BOXERS', 'GOLF', 'BELT', 'LETTER', 'PAPER', 'BULLETIN', 'SNOW', 'FROST', 'TYPHOON', 'TRACK']",[],"['MANUSCRIPT', 'SAILING', 'BOWLING', 'FOG', 'TROUSERS', 'DRESS', 'BOXERS', 'GOLF', 'BELT', 'LETTER', 'PAPER', 'BULLETIN', 'SNOW', 'FROST', 'TYPHOON', 'TRACK']",16.0,False,"[6291, 5002, 2235, 1655, 4084, 1472, 3098, 1974, 2101, 3353, 1080, 3605, 1884, 1925, 2550, 1334]",True,45105.0,categorized_16_4,,,
968,reminder,,reminder,53.0,1534212.0,0.0-52.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,[],[],[],"['MANUSCRIPT', 'SAILING', 'BOWLING', 'FOG', 'TROUSERS', 'DRESS', 'BOXERS', 'GOLF', 'BELT', 'LETTER', 'PAPER', 'BULLETIN', 'SNOW', 'FROST', 'TYPHOON', 'TRACK']",0.0,False,[],,,categorized_16_4,,,
969,text-recall,,text-recall,56.0,1637488.0,0.0-55.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,"['AXE', 'DIVING', 'GRAPE', 'LINEN', 'CLOTH', 'WRESTLING', 'RAYON', 'LEATHER', 'STRAWBERRY', 'PLUM', 'FENCING', 'BOLT', 'PENCIL', 'CHERRY', 'SCREW', 'SWIMMING']","['AXE', 'DIVING', 'GRAPE', 'LINEN', 'CLOTH', 'WRESTLING', 'RAYON', 'LEATHER', 'STRAWBERRY', 'PLUM', 'FENCING', 'BOLT', 'PENCIL', 'CHERRY', 'SCREW', 'SWIMMING']",[],"['AXE', 'DIVING', 'GRAPE', 'LINEN', 'CLOTH', 'WRESTLING', 'RAYON', 'LEATHER', 'STRAWBERRY', 'PLUM', 'FENCING', 'BOLT', 'PENCIL', 'CHERRY', 'SCREW', 'SWIMMING']",16.0,False,"[2331, 2572, 2426, 3891, 1633, 2966, 2941, 2478, 5467, 1384, 3897, 2353, 1882, 3437, 2365, 2373]",True,48100.0,categorized_16_0,,,
970,reminder,,reminder,57.0,1638495.0,0.0-56.0,pilot,44,expAv3,debugAz0pi:debugJaRqF,True,[],[],[],"['AXE', 'DIVING', 'GRAPE', 'LINEN', 'CLOTH', 'WRESTLING', 'RAYON', 'LEATHER', 'STRAWBERRY', 'PLUM', 'FENCING', 'BOLT', 'PENCIL', 'CHERRY', 'SCREW', 'SWIMMING']",0.0,False,[],,,categorized_16_0,,,
